Time	EEG_Fp1	EEG_Fp2	PPG
오후 6:07:09.941 	0.000915	0.000915	0.000528
오후 6:07:09.941 	0.000915	0.000915	0.000527
오후 6:07:09.970 	0.000915	0.000915	0.000527
오후 6:07:09.970 	0.000915	0.000915	0.000527
오후 6:07:09.971 	0.000915	0.000915	0.000527
오후 6:07:09.971 	0.000915	0.000915	0.000527
오후 6:07:09.972 	0.000915	0.000915	0.000527
오후 6:07:09.972 	0.000915	0.000915	0.000527
오후 6:07:09.975 	0.000915	0.000915	0.000527
오후 6:07:09.975 	0.000915	0.000915	0.000526
오후 6:07:09.976 	0.000915	0.000915	0.000526
오후 6:07:09.976 	0.000915	0.000915	0.000526
오후 6:07:09.977 	0.000915	0.000915	0.000526
오후 6:07:09.977 	0.000915	0.000915	0.000526
오후 6:07:09.979 	0.000915	0.000915	0.000526
오후 6:07:09.979 	0.000915	0.000915	0.000526
오후 6:07:09.980 	0.000915	0.000915	0.000526
오후 6:07:09.980 	0.000915	0.000915	0.000526
오후 6:07:09.992 	0.000915	0.000915	0.000526
오후 6:07:09.992 	0.000915	0.000915	0.000526
오후 6:07:09.994 	0.000915	0.000915	0.000526
오후 6:07:09.994 	0.000915	0.000915	0.000525
오후 6:07:09.995 	0.000915	0.000915	0.000526
오후 6:07:09.995 	0.000915	0.000915	0.000526
오후 6:07:09.996 	0.000915	0.000915	0.000526
오후 6:07:09.996 	0.000915	0.000915	0.000526
오후 6:07:09.998 	0.000915	0.000915	0.000526
오후 6:07:09.998 	0.000915	0.000915	0.000526
오후 6:07:09.999 	0.000915	0.000915	0.000526
오후 6:07:09.999 	0.000915	0.000915	0.000526
오후 6:07:10.000 	0.000915	0.000915	0.000526
오후 6:07:10.000 	0.000915	0.000915	0.000526
오후 6:07:10.001 	0.000915	0.000915	0.000526
오후 6:07:10.001 	0.000915	0.000915	0.000526
오후 6:07:10.012 	0.000915	0.000915	0.000526
오후 6:07:10.012 	0.000915	0.000915	0.000526
오후 6:07:10.014 	0.000915	0.000915	0.000526
오후 6:07:10.014 	0.000915	0.000915	0.000527
오후 6:07:10.015 	0.000915	0.000915	0.000527
오후 6:07:10.015 	0.000915	0.000915	0.000527
오후 6:07:10.016 	0.000915	0.000915	0.000527
오후 6:07:10.016 	0.000915	0.000915	0.000527
오후 6:07:10.017 	0.000915	0.000915	0.000527
오후 6:07:10.017 	0.000915	0.000915	0.000527
오후 6:07:10.018 	0.000915	0.000915	0.000527
오후 6:07:10.018 	0.000915	0.000915	0.000527
오후 6:07:10.020 	0.000915	0.000915	0.000527
오후 6:07:10.020 	0.000915	0.000915	0.000527
오후 6:07:10.021 	0.000915	0.000915	0.000527
오후 6:07:10.021 	0.000915	0.000915	0.000527
오후 6:07:10.033 	0.000915	0.000915	0.000527
오후 6:07:10.033 	0.000915	0.000915	0.000527
오후 6:07:10.035 	0.000915	0.000915	0.000527
오후 6:07:10.035 	0.000915	0.000915	0.000527
오후 6:07:10.037 	0.000915	0.000915	0.000527
오후 6:07:10.037 	0.000915	0.000915	0.000527
오후 6:07:10.038 	0.000915	0.000915	0.000527
오후 6:07:10.038 	0.000915	0.000915	0.000527
오후 6:07:10.039 	0.000915	0.000915	0.000527
오후 6:07:10.039 	0.000915	0.000915	0.000527
오후 6:07:10.040 	0.000915	0.000915	0.000527
오후 6:07:10.040 	0.000915	0.000915	0.000527
오후 6:07:10.041 	0.000915	0.000915	0.000527
오후 6:07:10.041 	0.000915	0.000915	0.000527
오후 6:07:10.042 	0.000915	0.000915	0.000527
오후 6:07:10.042 	0.000915	0.000915	0.000527
오후 6:07:10.053 	0.000915	0.000915	0.000527
오후 6:07:10.053 	0.000915	0.000915	0.000527
오후 6:07:10.055 	0.000915	0.000915	0.000527
오후 6:07:10.055 	0.000915	0.000915	0.000527
오후 6:07:10.056 	0.000915	0.000915	0.000527
오후 6:07:10.056 	0.000915	0.000915	0.000527
오후 6:07:10.058 	0.000915	0.000915	0.000527
오후 6:07:10.058 	0.000915	0.000915	0.000527
오후 6:07:10.059 	0.000915	0.000915	0.000527
오후 6:07:10.059 	0.000915	0.000915	0.000527
오후 6:07:10.060 	0.000915	0.000915	0.000527
오후 6:07:10.060 	0.000915	0.000915	0.000527
오후 6:07:10.062 	0.000915	0.000915	0.000527
오후 6:07:10.062 	0.000915	0.000915	0.000527
오후 6:07:10.066 	0.000915	0.000915	0.000527
오후 6:07:10.066 	0.000915	0.000915	0.000527
오후 6:07:10.096 	0.000915	0.000915	0.000527
오후 6:07:10.096 	0.000915	0.000915	0.000527
오후 6:07:10.097 	0.000915	0.000915	0.000527
오후 6:07:10.097 	0.000915	0.000915	0.000528
오후 6:07:10.098 	0.000915	0.000915	0.000528
오후 6:07:10.098 	0.000915	0.000915	0.000528
오후 6:07:10.101 	0.000915	0.000915	0.000528
오후 6:07:10.101 	0.000915	0.000915	0.000528
오후 6:07:10.102 	0.000915	0.000915	0.000528
오후 6:07:10.102 	0.000915	0.000915	0.000528
오후 6:07:10.103 	0.000915	0.000915	0.000528
오후 6:07:10.103 	0.000915	0.000915	0.000528
오후 6:07:10.104 	0.000915	0.000915	0.000528
오후 6:07:10.104 	0.000915	0.000915	0.000528
오후 6:07:10.105 	0.000915	0.000915	0.000528
오후 6:07:10.105 	0.000915	0.000915	0.000528
오후 6:07:10.109 	0.000915	0.000915	0.000528
오후 6:07:10.109 	0.000915	0.000915	0.000528
오후 6:07:10.135 	0.000915	0.000915	0.000528
오후 6:07:10.135 	0.000915	0.000915	0.000528
오후 6:07:10.136 	0.000915	0.000915	0.000528
오후 6:07:10.136 	0.000915	0.000915	0.000527
오후 6:07:10.138 	0.000915	0.000915	0.000527
오후 6:07:10.138 	0.000915	0.000915	0.000527
오후 6:07:10.139 	0.000915	0.000915	0.000527
오후 6:07:10.139 	0.000915	0.000915	0.000527
오후 6:07:10.140 	0.000915	0.000915	0.000527
오후 6:07:10.140 	0.000915	0.000915	0.000527
오후 6:07:10.142 	0.000915	0.000915	0.000527
오후 6:07:10.142 	0.000915	0.000915	0.000527
오후 6:07:10.143 	0.000915	0.000915	0.000527
오후 6:07:10.143 	0.000915	0.000915	0.000527
오후 6:07:10.144 	0.000915	0.000915	0.000527
오후 6:07:10.144 	0.000915	0.000915	0.000527
오후 6:07:10.164 	0.000915	0.000915	0.000527
오후 6:07:10.164 	0.000915	0.000915	0.000527
오후 6:07:10.165 	0.000915	0.000915	0.000527
오후 6:07:10.165 	0.000915	0.000915	0.000527
오후 6:07:10.167 	0.000915	0.000915	0.000527
오후 6:07:10.167 	0.000915	0.000915	0.000527
